report_date,campaign_name,ad_group_name,ad_name,impressions,clicks,cost,cv,sales
2025/03/06,CPN_B,ADG_3,AD_う,2823139,484774,2752906370,10552,95971844
2025/03/06,CPN_B,ADG_3,AD_え,1778328,276794,1165824752,20197,226718907
2025/03/06,CPN_C,ADG_4,AD_お,2210252,379591,1762771875,39060,201180565
2025/03/07,CPN_A,ADG_1,AD_あ,1105108,87649,1484112475,6900,20966512
2025/03/07,CPN_A,ADG_2,AD_い,1476147,166685,1189673595,4216,19096280
2025/03/07,CPN_B,ADG_3,AD_う,2151260,419006,1435564848,4503,31266194
2025/03/07,CPN_B,ADG_3,AD_え,1454482,107444,1134203704,6144,62662762
2025/03/07,CPN_C,ADG_4,AD_お,2079683,320259,2579248755,28073,290554671
2025/03/08,CPN_A,ADG_1,AD_あ,2303627,231045,3317473465,19379,75231397
2025/03/08,CPN_A,ADG_2,AD_い,1151798,279803,688043482,23246,273033307
2025/03/08,CPN_B,ADG_3,AD_う,2407779,550716,2917423332,18809,62249808
2025/03/08,CPN_B,ADG_3,AD_え,2688518,567326,3409982901,20539,135892960
2025/03/08,CPN_C,ADG_4,AD_お,2068173,417547,2495595398,17775,193239940
2025/03/09,CPN_A,ADG_1,AD_あ,1867311,438782,2438625198,39631,344773063
2025/03/09,CPN_A,ADG_2,AD_い,2112162,213420,1877326379,18910,171685741
2025/03/09,CPN_B,ADG_3,AD_う,2801296,409259,3188458647,22208,157246073
2025/03/09,CPN_B,ADG_3,AD_え,1775330,181644,1935933044,7018,52029164
2025/03/09,CPN_C,ADG_4,AD_お,1432878,181191,1855904964,9658,103082214
2025/03/10,CPN_A,ADG_1,AD_あ,1044811,69867,1293460791,979,4457983
2025/03/10,CPN_A,ADG_2,AD_い,1760623,355224,1295698392,9088,117824381
2025/03/10,CPN_B,ADG_3,AD_う,1748838,435960,951805846,21133,188067410
2025/03/10,CPN_B,ADG_3,AD_え,1915052,117459,974911004,10220,57165933
2025/03/10,CPN_C,ADG_4,AD_お,2727543,506868,2912735950,38312,118835306
2025/03/11,CPN_A,ADG_1,AD_あ,2999527,471136,3216190582,8344,39613650
2025/03/11,CPN_A,ADG_2,AD_い,1644100,265809,2383439991,22600,160837387
2025/03/11,CPN_B,ADG_3,AD_う,1590109,260427,1820242628,14221,125113644
2025/03/11,CPN_B,ADG_3,AD_え,2645151,501934,1624734047,52266,578118247
2025/03/11,CPN_C,ADG_4,AD_お,2798351,606759,2129840472,12512,60494665
2025/03/12,CPN_A,ADG_1,AD_あ,1938525,249427,2101532552,8376,76191615
2025/03/12,CPN_A,ADG_2,AD_い,2079748,471810,1320171718,46604,479535062
2025/03/12,CPN_B,ADG_3,AD_う,1238794,203370,1080841436,19450,162177395
2025/03/12,CPN_B,ADG_3,AD_え,1035585,57612,873478315,6300,62062234
2025/03/12,CPN_C,ADG_4,AD_お,1283079,192632,1660582456,5593,57614771
2025/03/13,CPN_A,ADG_1,AD_あ,1605990,361212,1051455506,23848,170380984
2025/03/13,CPN_A,ADG_2,AD_い,2617554,256240,2154577287,23282,101357559
2025/03/13,CPN_B,ADG_3,AD_う,2867282,368578,3893953395,15248,177399437
2025/03/13,CPN_B,ADG_3,AD_え,2507582,489095,3021029945,22247,79628669
2025/03/13,CPN_C,ADG_4,AD_お,2488427,212983,1837589199,7819,70824418
2025/03/14,CPN_A,ADG_1,AD_あ,1070749,86545,1118591349,3544,31704797
2025/03/14,CPN_A,ADG_2,AD_い,1412250,244089,1666832767,5573,28803838
2025/03/14,CPN_B,ADG_3,AD_う,1043002,91663,725846079,8287,91965216
2025/03/14,CPN_B,ADG_3,AD_え,1930714,238332,1628137206,11608,93726998
2025/03/14,CPN_C,ADG_4,AD_お,1465527,353344,2028070851,35560,133932019
2025/03/15,CPN_A,ADG_1,AD_あ,2725322,529304,3539043105,15790,175795924
2025/03/15,CPN_A,ADG_2,AD_い,1057191,181896,606195800,12725,64085276
2025/03/15,CPN_B,ADG_3,AD_う,1129599,179776,1124472520,9989,118996618
2025/03/15,CPN_B,ADG_3,AD_え,1178742,153534,949042120,4438,15194236
2025/03/15,CPN_C,ADG_4,AD_お,1608563,251235,1414867597,12605,132881659
2025/03/16,CPN_A,ADG_1,AD_あ,2696210,391115,2220476623,7513,32348426
2025/03/16,CPN_A,ADG_2,AD_い,2788569,631790,2703011278,57963,231407928
2025/03/16,CPN_B,ADG_3,AD_う,2339036,441112,2990082679,8062,58767370
2025/03/16,CPN_B,ADG_3,AD_え,2140359,155243,2533829154,3003,27108752
2025/03/16,CPN_C,ADG_4,AD_お,2481610,277260,1482888078,19983,173838310
2025/03/17,CPN_A,ADG_1,AD_あ,1229535,128517,989674869,3426,41924115
2025/03/17,CPN_A,ADG_2,AD_い,1844527,282090,1067539890,5333,64881203
2025/03/17,CPN_B,ADG_3,AD_う,2194909,528403,1401060667,31899,277953705
2025/03/17,CPN_B,ADG_3,AD_え,2134701,341443,1282194744,26916,242565985
2025/03/17,CPN_C,ADG_4,AD_お,2469807,249699,2107615579,19235,59051899
2025/03/18,CPN_A,ADG_1,AD_あ,2873457,588907,3369286373,41850,137541035
2025/03/18,CPN_A,ADG_2,AD_い,2679725,396635,3070244898,40164,255966313
2025/03/18,CPN_B,ADG_3,AD_う,2882102,655944,3965843961,43650,499494889
2025/03/18,CPN_B,ADG_3,AD_え,1867932,308273,1781403979,3944,25981342
2025/03/18,CPN_C,ADG_4,AD_お,1419579,142888,1333240176,1526,9292882
2025/03/19,CPN_A,ADG_1,AD_あ,1736310,228799,1764360605,8301,62369390
2025/03/19,CPN_A,ADG_2,AD_い,2642510,263451,1499763003,20324,148771701
2025/03/19,CPN_B,ADG_3,AD_う,2240804,229599,2894708727,8141,31742782
2025/03/19,CPN_B,ADG_3,AD_え,2761062,194591,3707841083,12941,52492297
2025/03/19,CPN_C,ADG_4,AD_お,1729275,316475,1286645652,5503,41119371
2025/03/20,CPN_A,ADG_1,AD_あ,2402859,124821,1493580525,1413,6520646
2025/03/20,CPN_A,ADG_2,AD_い,1715772,405897,2520992272,12195,95059313
2025/03/20,CPN_B,ADG_3,AD_う,1711096,229090,1381046412,5651,48071151
2025/03/20,CPN_B,ADG_3,AD_え,2491734,357522,3042751468,3935,47899312
2025/03/20,CPN_C,ADG_4,AD_お,1562755,217692,852287405,11401,69028277
2025/03/21,CPN_A,ADG_1,AD_あ,2005316,127622,2644016424,11699,40847012
2025/03/21,CPN_A,ADG_2,AD_い,1000367,234056,1468487436,22612,106796812
2025/03/21,CPN_B,ADG_3,AD_う,1999882,333515,1751526371,10592,33811965
2025/03/21,CPN_B,ADG_3,AD_え,2059234,448913,2631646433,19581,189894496
2025/03/21,CPN_C,ADG_4,AD_お,2278177,298638,2371579993,31674,224615106
2025/03/22,CPN_A,ADG_1,AD_あ,2206018,142474,2620605044,12784,64121596
2025/03/22,CPN_A,ADG_2,AD_い,1417245,125156,934735389,8719,35422855
2025/03/22,CPN_B,ADG_3,AD_う,1679641,142159,1594479169,6441,75922535
2025/03/22,CPN_B,ADG_3,AD_え,1349650,123142,1777697767,2427,13436908
2025/03/22,CPN_C,ADG_4,AD_お,1268645,299845,882430242,13994,47866842
2025/03/23,CPN_A,ADG_1,AD_あ,1279184,103761,976679008,6246,45664590
2025/03/23,CPN_A,ADG_2,AD_い,2128598,463479,1711419521,47537,399724570
2025/03/23,CPN_B,ADG_3,AD_う,1525096,105898,1734544957,7391,24857472
2025/03/23,CPN_B,ADG_3,AD_え,1828368,196954,1798201478,17464,150290238
2025/03/23,CPN_C,ADG_4,AD_お,1480787,90886,2134300738,9783,45405013
2025/03/24,CPN_A,ADG_1,AD_あ,1135742,130999,964351448,1918,23075708
2025/03/24,CPN_A,ADG_2,AD_い,1104548,138705,1368652706,7862,65563135
2025/03/24,CPN_B,ADG_3,AD_う,2362924,456971,1525817378,32600,366920059
2025/03/24,CPN_B,ADG_3,AD_え,1686377,256839,2256659792,15733,92718320
2025/03/24,CPN_C,ADG_4,AD_お,2174130,296254,2929442557,31856,360938109
2025/03/25,CPN_A,ADG_1,AD_あ,1292602,110529,1550826944,3570,36534950
2025/03/25,CPN_A,ADG_2,AD_い,1425230,220582,945496504,8134,79047234
2025/03/25,CPN_B,ADG_3,AD_う,2796441,320469,3586783595,19643,115913769
2025/03/25,CPN_B,ADG_3,AD_え,2204878,161626,2479176285,12424,98795450
2025/03/25,CPN_C,ADG_4,AD_お,1056624,181633,1510832372,8523,36914110
2025/03/26,CPN_A,ADG_1,AD_あ,1154774,203027,1453896111,5271,15918882
2025/03/26,CPN_A,ADG_2,AD_い,2187868,456182,1277804037,7726,94706917
2025/03/26,CPN_B,ADG_3,AD_う,1271854,271386,1629152796,23426,273672301
2025/03/26,CPN_B,ADG_3,AD_え,2337651,172432,1264187966,7493,30899249
2025/03/26,CPN_C,ADG_4,AD_お,2676678,622259,2223792539,58825,204990977
2025/03/27,CPN_A,ADG_1,AD_あ,1585938,103046,2373642914,5374,59688119
2025/03/27,CPN_A,ADG_2,AD_い,1740890,300387,2284865880,23290,151129756
2025/03/27,CPN_B,ADG_3,AD_う,1942134,310227,1589754450,4253,23815049
2025/03/27,CPN_B,ADG_3,AD_え,2004207,350817,1305002889,23158,281149580
2025/03/27,CPN_C,ADG_4,AD_お,2631616,559331,1739999345,31797,399255375
2025/03/28,CPN_A,ADG_1,AD_あ,1511237,201340,1244629977,14575,48553935
2025/03/28,CPN_A,ADG_2,AD_い,1429084,88825,1179882205,3045,27309282
2025/03/28,CPN_B,ADG_3,AD_う,1624969,97763,1573082349,3695,32784503
2025/03/28,CPN_B,ADG_3,AD_え,1475262,194160,1496870336,2059,24925447
2025/03/28,CPN_C,ADG_4,AD_お,2622640,147692,2612003545,3758,45664375
2025/03/29,CPN_A,ADG_1,AD_あ,2355916,559312,3472910282,45254,557540311
2025/03/29,CPN_A,ADG_2,AD_い,1077990,207922,1491198244,10930,63624335
2025/03/29,CPN_B,ADG_3,AD_う,2057948,183845,1795231982,19157,182306133
2025/03/29,CPN_B,ADG_3,AD_え,2339659,450977,1683417988,6853,31781642
2025/03/29,CPN_C,ADG_4,AD_お,1357701,193481,1719358371,15435,88312808
2025/03/30,CPN_A,ADG_1,AD_あ,1518310,104591,1362290129,4106,28553538
2025/03/30,CPN_A,ADG_2,AD_い,2134152,311562,1339406350,21838,262369138
2025/03/30,CPN_B,ADG_3,AD_う,2015527,356923,1669842974,16575,189467329
2025/03/30,CPN_B,ADG_3,AD_え,1708298,271196,1336181005,24902,87861418
2025/03/30,CPN_C,ADG_4,AD_お,2517695,612925,2037386026,16339,145090220
2025/03/31,CPN_A,ADG_1,AD_あ,2544690,553782,2011409315,26150,114621910
2025/03/31,CPN_A,ADG_2,AD_い,1821064,272688,2180156134,19849,243156365
2025/03/31,CPN_B,ADG_3,AD_う,1248210,175159,1132899758,7317,53907682
2025/03/31,CPN_B,ADG_3,AD_え,2164514,207081,1603068846,6866,55256774
2025/03/31,CPN_C,ADG_4,AD_お,2766302,359708,2465525720,17214,78314255
2025/04/01,CPN_A,ADG_1,AD_あ,2769854,347250,1511685041,13329,68474257
2025/04/01,CPN_A,ADG_2,AD_い,2862802,197727,2136895894,19266,233599554
2025/04/01,CPN_B,ADG_3,AD_う,1902786,200878,2679220356,8120,58769269
2025/04/01,CPN_B,ADG_3,AD_え,2344404,481779,2610048036,31052,298086022
2025/04/01,CPN_C,ADG_4,AD_お,1379111,277573,940002612,22453,256893853
2025/04/02,CPN_A,ADG_1,AD_あ,1055879,164874,667497927,12683,159015336
2025/04/02,CPN_A,ADG_2,AD_い,1489850,322042,2110398595,21161,210113045
2025/04/02,CPN_B,ADG_3,AD_う,2458092,212573,3403832351,11311,43124346
2025/04/02,CPN_B,ADG_3,AD_え,2776341,508017,1553325834,17303,112584746
2025/04/02,CPN_C,ADG_4,AD_お,2587431,639936,3023886870,7301,62412270
2025/04/03,CPN_A,ADG_1,AD_あ,2954068,336714,3734514374,19509,88689810
2025/04/03,CPN_A,ADG_2,AD_い,2571554,563882,2730735195,32431,235497943
2025/04/03,CPN_B,ADG_3,AD_う,1095137,211701,1075552754,3701,44728837
2025/04/03,CPN_B,ADG_3,AD_え,2630677,421868,2015382941,8133,28059030
2025/04/03,CPN_C,ADG_4,AD_お,1498419,343015,1431693220,19183,227578564
2025/04/04,CPN_A,ADG_1,AD_あ,1893643,181992,2394989283,16266,175765859
2025/04/04,CPN_A,ADG_2,AD_い,1599113,362473,1570695567,37526,204574957
2025/04/04,CPN_B,ADG_3,AD_う,2452384,519099,1743688937,28034,280716536
2025/04/04,CPN_B,ADG_3,AD_え,1922805,245312,2122175389,15617,123716342
2025/04/04,CPN_C,ADG_4,AD_お,2197412,406926,3050776804,28396,309247953
2025/04/05,CPN_A,ADG_1,AD_あ,1131236,240136,1050493031,25726,305839368
2025/04/05,CPN_A,ADG_2,AD_い,2231750,164388,3150861547,11894,75072039
2025/04/05,CPN_B,ADG_3,AD_う,1327338,205370,1555458374,3561,41556630
2025/04/05,CPN_B,ADG_3,AD_え,1444026,95793,1886969001,3824,20911330
2025/04/05,CPN_C,ADG_4,AD_お,2206453,348175,2604900809,18340,216262770
2025/04/06,CPN_A,ADG_1,AD_あ,1306981,320548,1430456966,10346,49016894
2025/04/06,CPN_A,ADG_2,AD_い,2610816,164530,1429294697,6790,76569955
2025/04/06,CPN_B,ADG_3,AD_う,2610515,609589,3420977020,57629,608662633
2025/04/06,CPN_B,ADG_3,AD_え,1348779,214871,915324428,7335,80395188
2025/04/06,CPN_C,ADG_4,AD_お,1875009,403122,1665346472,28422,137730072
2025/04/07,CPN_A,ADG_1,AD_あ,2593080,425380,3828254913,6813,37818135
2025/04/07,CPN_A,ADG_2,AD_い,1138424,143157,995304864,7977,44121042
2025/04/07,CPN_B,ADG_3,AD_う,2119660,177829,2552849027,17696,226964716
2025/04/07,CPN_B,ADG_3,AD_え,2968632,740466,2784011731,21283,65318265
2025/04/07,CPN_C,ADG_4,AD_お,1466866,340229,2187927000,3712,26755380
2025/04/08,CPN_A,ADG_1,AD_あ,1500489,307071,1408780279,31043,121820755
2025/04/08,CPN_A,ADG_2,AD_い,1692676,267510,1977044678,15697,68199861
2025/04/08,CPN_B,ADG_3,AD_う,1396680,348132,1265909151,32813,332047647
2025/04/08,CPN_B,ADG_3,AD_え,2724245,534145,2353704180,34839,450068732
2025/04/08,CPN_C,ADG_4,AD_お,2525060,275335,1283111098,23029,137340587
2025/04/09,CPN_A,ADG_1,AD_あ,2800301,358081,1930896104,12515,38585926
2025/04/09,CPN_A,ADG_2,AD_い,1256654,102153,1244589810,9791,97173159
2025/04/09,CPN_B,ADG_3,AD_う,2704666,460108,2095334426,17338,189557349
2025/04/09,CPN_B,ADG_3,AD_え,2323041,201098,2354252855,6516,53151736
2025/04/09,CPN_C,ADG_4,AD_お,2411699,233201,3443737915,12843,148863280
2025/04/10,CPN_A,ADG_1,AD_あ,1615589,349776,2198517872,17281,213022263
2025/04/10,CPN_A,ADG_2,AD_い,2476112,451962,3376370106,37145,406011065
2025/04/10,CPN_B,ADG_3,AD_う,2929722,664898,3153831074,68283,363474912
2025/04/10,CPN_B,ADG_3,AD_え,2596180,494987,2810127175,49294,326686639
2025/04/10,CPN_C,ADG_4,AD_お,1003744,183378,766002589,14384,78541645
2025/04/11,CPN_A,ADG_1,AD_あ,1887788,182632,1024958833,8996,110064729
2025/04/11,CPN_A,ADG_2,AD_い,2103953,217423,2135518067,11454,119065368
2025/04/11,CPN_B,ADG_3,AD_う,1685181,93059,1248536673,1519,7572751
2025/04/11,CPN_B,ADG_3,AD_え,1477029,110689,1275581171,4950,62851531
2025/04/11,CPN_C,ADG_4,AD_お,2322252,556353,3443717893,31878,190362427
2025/04/12,CPN_A,ADG_1,AD_あ,1119667,73555,758606232,4340,33718694
2025/04/12,CPN_A,ADG_2,AD_い,1066339,259176,1368080574,8621,40848788
2025/04/12,CPN_B,ADG_3,AD_う,2177930,343444,1766945682,3963,13405543
2025/04/12,CPN_B,ADG_3,AD_え,2926816,562706,2844679336,14352,56215969
2025/04/12,CPN_C,ADG_4,AD_お,2839868,636509,2752817261,30894,206068340
2025/04/13,CPN_A,ADG_1,AD_あ,2726392,595139,2339588592,55958,589808856
2025/04/13,CPN_A,ADG_2,AD_い,2560999,613653,3589673686,17108,105810456
2025/04/13,CPN_B,ADG_3,AD_う,2918538,703512,4189675750,7856,92777354
2025/04/13,CPN_B,ADG_3,AD_え,1880747,207713,1384438992,3172,38250780
2025/04/13,CPN_C,ADG_4,AD_お,1005399,173485,1060441351,13693,59515484
2025/04/14,CPN_A,ADG_1,AD_あ,2747811,564530,3223433254,37097,326955721
2025/04/14,CPN_A,ADG_2,AD_い,1934036,256962,2430873791,12353,95295206
2025/04/14,CPN_B,ADG_3,AD_う,2253695,253026,1147843364,3080,36633781
2025/04/14,CPN_B,ADG_3,AD_え,2932919,366378,2203787071,24877,207041650
2025/04/14,CPN_C,ADG_4,AD_お,2837641,706029,2115017486,45552,369830011
2025/04/15,CPN_A,ADG_1,AD_あ,1334849,315525,1580212197,12594,83715950
2025/04/15,CPN_A,ADG_2,AD_い,1515544,359708,1493807904,20147,227434153
2025/04/15,CPN_B,ADG_3,AD_う,2987548,182207,2387272334,8660,43782985
2025/04/15,CPN_B,ADG_3,AD_え,2423888,401556,1740690680,14950,151442501
2025/04/15,CPN_C,ADG_4,AD_お,1880987,319957,1937807449,7279,81247328
2025/04/16,CPN_A,ADG_1,AD_あ,2162438,397641,2187967859,23892,142111066
2025/04/16,CPN_A,ADG_2,AD_い,2154352,335087,1339219085,21419,241266227
2025/04/16,CPN_B,ADG_3,AD_う,2052676,287902,3053412575,20188,211116355
2025/04/16,CPN_B,ADG_3,AD_え,1249792,282917,729574682,20962,79457928
2025/04/16,CPN_C,ADG_4,AD_お,2770347,190263,3537070268,2743,26605044
2025/04/17,CPN_A,ADG_1,AD_あ,1750505,382800,947545274,28900,147870478
2025/04/17,CPN_A,ADG_2,AD_い,1908810,350423,2690328370,36915,431310536
2025/04/17,CPN_B,ADG_3,AD_う,2504177,234746,1545401570,2944,33502397
2025/04/17,CPN_B,ADG_3,AD_え,1215266,116259,1064447488,7661,25845093
2025/04/17,CPN_C,ADG_4,AD_お,1647592,341406,1873530256,22308,89488154
2025/04/18,CPN_A,ADG_1,AD_あ,1625662,274987,1368911661,8109,47268162
2025/04/18,CPN_A,ADG_2,AD_い,1803745,108727,2104178216,11051,35128305
2025/04/18,CPN_B,ADG_3,AD_う,2198770,298145,3086947129,3574,18908209
2025/04/18,CPN_B,ADG_3,AD_え,2239756,338086,2747346205,10667,98053619
2025/04/18,CPN_C,ADG_4,AD_お,2789346,143655,2044214869,14929,101891462
2025/04/19,CPN_A,ADG_1,AD_あ,2404283,159309,1898162408,7060,30180538
2025/04/19,CPN_A,ADG_2,AD_い,1259633,291315,1585340891,3119,21087488
2025/04/19,CPN_B,ADG_3,AD_う,1790096,282604,2011994844,24209,143936377
2025/04/19,CPN_B,ADG_3,AD_え,2443881,366594,1418442339,23316,233436341
2025/04/19,CPN_C,ADG_4,AD_お,2305536,155081,3094215452,4683,16317214
2025/04/20,CPN_A,ADG_1,AD_あ,1469827,357263,2045918721,9573,91778539
2025/04/20,CPN_A,ADG_2,AD_い,1633378,135147,1099696551,7350,24093379
2025/04/20,CPN_B,ADG_3,AD_う,1702888,228124,1359406900,18185,56946755
2025/04/20,CPN_B,ADG_3,AD_え,2784146,465482,2582941670,35828,361647376
2025/04/20,CPN_C,ADG_4,AD_お,1093268,225103,912254931,17919,113377831
2025/04/21,CPN_A,ADG_1,AD_あ,1121369,190933,1324590776,18656,92576731
2025/04/21,CPN_A,ADG_2,AD_い,2434662,375781,1790526512,10751,64735716
2025/04/21,CPN_B,ADG_3,AD_う,2488084,213220,2635898468,19043,133612475
2025/04/21,CPN_B,ADG_3,AD_え,2628283,214139,2452062114,6755,56081181
2025/04/21,CPN_C,ADG_4,AD_お,2167776,253970,1691918547,7086,32730094
2025/04/22,CPN_A,ADG_1,AD_あ,2911310,679884,2520713063,23458,100173198
2025/04/22,CPN_A,ADG_2,AD_い,2770867,375828,2081808614,16505,146209260
2025/04/22,CPN_B,ADG_3,AD_う,1859830,108961,2595890866,6293,67553966
2025/04/22,CPN_B,ADG_3,AD_え,1783008,243415,1682965349,9238,102693275
2025/04/22,CPN_C,ADG_4,AD_お,2298974,336504,2187041538,19081,104427656
2025/04/23,CPN_A,ADG_1,AD_あ,2508284,510338,3034284732,49879,606320400
2025/04/23,CPN_A,ADG_2,AD_い,1815081,325778,1662911373,21943,202034820
2025/04/23,CPN_B,ADG_3,AD_う,2084627,320297,1749655606,8229,57431028
2025/04/23,CPN_B,ADG_3,AD_え,1914979,391160,2492338451,28718,154989896
2025/04/23,CPN_C,ADG_4,AD_お,2767329,689672,2844173311,74402,863901794
2025/04/24,CPN_A,ADG_1,AD_あ,2846068,147202,3869216749,15400,103418306
2025/04/24,CPN_A,ADG_2,AD_い,2927632,626306,2827277038,18948,222251043
2025/04/24,CPN_B,ADG_3,AD_う,2289069,431465,1392547287,31796,170798030
2025/04/24,CPN_B,ADG_3,AD_え,1386484,239324,1811336173,11103,117088878
2025/04/24,CPN_C,ADG_4,AD_お,2455669,350198,3047784742,15522,93053034
2025/04/25,CPN_A,ADG_1,AD_あ,2519354,356947,2628835009,29015,119473745
2025/04/25,CPN_A,ADG_2,AD_い,1239744,210589,1507486804,22464,258577725
2025/04/25,CPN_B,ADG_3,AD_う,2778445,354956,2557201085,32232,192757027
2025/04/25,CPN_B,ADG_3,AD_え,2938268,726768,4399264556,79842,598480568
2025/04/25,CPN_C,ADG_4,AD_お,2166983,114693,3131531590,11251,135788629
2025/04/26,CPN_A,ADG_1,AD_あ,1413013,139678,1556666324,7399,81465191
2025/04/26,CPN_A,ADG_2,AD_い,1080842,120656,1327387338,8716,76413357
2025/04/26,CPN_B,ADG_3,AD_う,1424035,245082,1931266157,20791,195947852
2025/04/26,CPN_B,ADG_3,AD_え,2651445,253636,1453391270,16722,113980830
2025/04/26,CPN_C,ADG_4,AD_お,2029717,108769,2619251569,8374,89423095
2025/04/27,CPN_A,ADG_1,AD_あ,1157454,115637,1024157510,7730,54264891
2025/04/27,CPN_A,ADG_2,AD_い,1495822,119296,2176444547,7080,89220404
2025/04/27,CPN_B,ADG_3,AD_う,1629533,273594,2063601228,16285,133399077
2025/04/27,CPN_B,ADG_3,AD_え,2948916,273854,2661991576,24844,201796583
2025/04/27,CPN_C,ADG_4,AD_お,1891881,300007,2003282215,7066,47484021
2025/04/28,CPN_A,ADG_1,AD_あ,2190260,238000,2658133340,12067,115039959
2025/04/28,CPN_A,ADG_2,AD_い,1936924,284410,1306608303,22881,258930703
2025/04/28,CPN_B,ADG_3,AD_う,1578641,279245,858021163,30714,200878506
2025/04/28,CPN_B,ADG_3,AD_え,1717569,379847,2189832479,11870,80938526
2025/04/28,CPN_C,ADG_4,AD_お,2899724,562294,2549005874,36493,148054483
2025/04/29,CPN_A,ADG_1,AD_あ,1697896,257497,1832366430,6145,67953576
2025/04/29,CPN_A,ADG_2,AD_い,2651653,505818,3400385987,6086,60682139
2025/04/29,CPN_B,ADG_3,AD_う,1392564,262362,1826865970,11007,81935123
2025/04/29,CPN_B,ADG_3,AD_え,1459405,139316,850136799,2802,14592752
2025/04/29,CPN_C,ADG_4,AD_お,2743280,433616,3038208691,40284,383257980
2025/04/30,CPN_A,ADG_1,AD_あ,1432677,191800,1494005304,21058,147670010
2025/04/30,CPN_A,ADG_2,AD_い,1654299,134482,1765972533,11176,98771206
2025/04/30,CPN_B,ADG_3,AD_う,1533803,106246,1861812747,3845,25081984
2025/04/30,CPN_B,ADG_3,AD_え,1996363,168485,2772707744,5802,20444497
2025/04/30,CPN_C,ADG_4,AD_お,2534910,565685,2090738285,24217,182109852
2025/05/01,CPN_A,ADG_1,AD_あ,1579187,249099,1690631513,2875,16109369
2025/05/01,CPN_A,ADG_2,AD_い,2309546,473632,2104775898,49902,494517859
2025/05/01,CPN_B,ADG_3,AD_う,1207188,93097,1429089326,7317,27531919
2025/05/01,CPN_B,ADG_3,AD_え,1197414,237779,976532548,11198,96345381
2025/05/01,CPN_C,ADG_4,AD_お,1223746,232265,1672169829,19688,107656815
2025/05/02,CPN_A,ADG_1,AD_あ,2456507,487437,3658338635,47939,547689065
2025/05/02,CPN_A,ADG_2,AD_い,1698875,234164,1495085974,6163,26457818
2025/05/02,CPN_B,ADG_3,AD_う,1611364,188251,1789464520,20167,67918742
2025/05/02,CPN_B,ADG_3,AD_え,1438415,130033,1198870286,6583,28650751
2025/05/02,CPN_C,ADG_4,AD_お,1336764,300543,1578654811,8263,39862025
2025/05/03,CPN_A,ADG_1,AD_あ,2635309,143311,1632684895,6327,73665616
2025/05/03,CPN_A,ADG_2,AD_い,1681912,289426,2458466459,3482,28737070
2025/05/03,CPN_B,ADG_3,AD_う,2622206,464943,1564578390,39951,390475925
2025/05/03,CPN_B,ADG_3,AD_え,1521053,365454,1007808162,30641,232408533
2025/05/03,CPN_C,ADG_4,AD_お,1727734,389415,2499117426,36370,198497712
2025/05/04,CPN_A,ADG_1,AD_あ,1473795,283635,1766059968,9885,124545078
2025/05/04,CPN_A,ADG_2,AD_い,2625763,438268,2880390019,20297,260451034
2025/05/04,CPN_B,ADG_3,AD_う,1814903,444756,2613651119,39468,128346355
2025/05/04,CPN_B,ADG_3,AD_え,2268498,455259,2888132558,19251,164359968
2025/05/04,CPN_C,ADG_4,AD_お,1512598,342677,1851319148,9945,70673194
2025/05/05,CPN_A,ADG_1,AD_あ,2012363,204291,1101727163,5136,25199058
2025/05/05,CPN_A,ADG_2,AD_い,1201755,260788,1601442813,13569,46532950
2025/05/05,CPN_B,ADG_3,AD_う,1913389,381026,1243088841,31898,405425947
2025/05/05,CPN_B,ADG_3,AD_え,1099964,62291,862226522,5564,34584606
2025/05/05,CPN_C,ADG_4,AD_お,2450846,566953,2357390738,32591,293028071
2025/05/06,CPN_A,ADG_1,AD_あ,1377922,199616,1328782873,21732,271741325
2025/05/06,CPN_A,ADG_2,AD_い,2729730,303255,2163632077,33014,276613106
2025/05/06,CPN_B,ADG_3,AD_う,1849818,283290,957700913,15842,49944219
2025/05/06,CPN_B,ADG_3,AD_え,1141416,223424,771346517,10451,74783238
2025/05/06,CPN_C,ADG_4,AD_お,2884340,215711,2570947989,3238,26809294
2025/05/07,CPN_A,ADG_1,AD_あ,2685574,387610,1554846380,26138,256895538
2025/05/07,CPN_A,ADG_2,AD_い,1764047,211728,2055439888,10533,56086418
2025/05/07,CPN_B,ADG_3,AD_う,2864700,225316,3719497163,8206,40953930
2025/05/07,CPN_B,ADG_3,AD_え,1232628,147775,1516101785,2424,29347588
2025/05/07,CPN_C,ADG_4,AD_お,1976052,257596,2458344900,20334,109926748
2025/05/08,CPN_A,ADG_1,AD_あ,2339866,165974,2752303145,2440,29571512
2025/05/08,CPN_A,ADG_2,AD_い,1496424,371836,1989223280,35773,398124671
2025/05/08,CPN_B,ADG_3,AD_う,2878061,510079,4117368328,37362,477776615
2025/05/08,CPN_B,ADG_3,AD_え,1366150,235378,1824483576,10913,126025619
2025/05/08,CPN_C,ADG_4,AD_お,1437460,321606,2002007164,34828,234199113
2025/05/09,CPN_A,ADG_1,AD_あ,2644489,359854,3319198380,16030,78500121
2025/05/09,CPN_A,ADG_2,AD_い,2409626,594099,2757806960,6390,61319722
2025/05/09,CPN_B,ADG_3,AD_う,2074871,385763,2219126346,24446,300597422
2025/05/09,CPN_B,ADG_3,AD_え,1935299,200756,1767769448,5214,44594197
2025/05/09,CPN_C,ADG_4,AD_お,2442209,127518,1953899616,10355,83041597
